#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Caulobacter henricii	Bacteria	Proteobacteria	Alphaproteobacteria	pCB4	NZ_CP013003.1	CP013003	93.084	65.3635	90	-	-	-	92	2
Caulobacter rhizosphaerae	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP048816.1	CP048816	231.492	67.3129	166	-	-	-	169	3
Caulobacter soli	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP049200.1	CP049200	420.617	67.4507	357	-	-	-	358	1
Caulobacter sp. FWC26	Bacteria	Proteobacteria	Alphaproteobacteria	p1	NZ_CP033873.1	CP033873	298.222	66.9619	271	-	1	-	279	7
Caulobacter sp. FWC26	Bacteria	Proteobacteria	Alphaproteobacteria	p2	NZ_CP033874.1	CP033874	45.171	65.8985	47	-	-	-	54	7
Caulobacter sp. K31	Bacteria	Proteobacteria	Alphaproteobacteria	pCAUL02	NC_010333.1	CP000929	177.878	64.2654	147	-	-	-	172	24
Caulobacter sp. K31	Bacteria	Proteobacteria	Alphaproteobacteria	pCAUL01	NC_010335.1	CP000928	233.649	67.0022	210	-	-	-	213	2
Caulobacter sp. S6	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	-	CP073079.1	96.014	68.2775	82	-	-	-	82	-
Cedecea neteri	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP023526.1	CP023526	254.496	48.4381	190	-	6	-	226	30
Celeribacter baekdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	pCBLh4a	NZ_CP028472.1	CP028472	420.66	57.9487	347	-	-	-	390	43
Celeribacter baekdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	pCBLh4b	NZ_CP028473.1	CP028473	123.52	59.7377	102	-	-	-	112	10
Celeribacter baekdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	pCBLh4c	NZ_CP028474.1	CP028474	127.557	60.1127	122	-	-	-	134	12
Celeribacter baekdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	pCBLh4d	NZ_CP028476.1	CP028476	64.14	57.4883	48	-	-	-	53	5
Celeribacter baekdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	pCBLh4e	NZ_CP028477.1	CP028477	114.606	59.9175	98	-	-	-	108	10
Celeribacter ethanolicus	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP022197.1	CP022197	148.161	60.4032	141	-	-	-	152	11
Celeribacter indicus	Bacteria	Proteobacteria	Alphaproteobacteria	pP73A	NZ_CP004394.1	CP004394	155.183	68.126	134	-	-	-	134	-
Celeribacter indicus	Bacteria	Proteobacteria	Alphaproteobacteria	pP73B	NZ_CP004395.1	CP004395	135.821	60.5356	139	-	-	-	144	5
Celeribacter indicus	Bacteria	Proteobacteria	Alphaproteobacteria	pP73C	NZ_CP004396.1	CP004396	122.964	59.9826	119	-	-	-	124	5
Celeribacter indicus	Bacteria	Proteobacteria	Alphaproteobacteria	pP73D	NZ_CP004397.1	CP004397	19.262	59.1216	19	-	-	-	19	-
Celeribacter indicus	Bacteria	Proteobacteria	Alphaproteobacteria	pP73E	NZ_CP004398.1	CP004398	7.053	59.6626	9	-	-	-	9	-
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-A	NZ_CP021405.1	CP021405	174.678	66.1365	164	-	-	-	165	1
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-B	NZ_CP021406.1	CP021406	178.64	60.2944	173	-	-	-	191	18
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-C	NZ_CP021407.1	CP021407	112.508	65.3527	101	-	-	-	101	-
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-D	NZ_CP021408.1	CP021408	55.28	66.9121	38	-	-	-	38	-
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-E	NZ_CP021409.1	CP021409	68.016	64.8171	50	-	-	-	50	-
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-F	NZ_CP021410.1	CP021410	42.252	59.3179	41	-	1	-	42	-
Celeribacter manganoxidans	Bacteria	Proteobacteria	Alphaproteobacteria	pDY25-G	NZ_CP021411.1	CP021411	16.653	57.2089	16	-	-	-	16	-
Cellulosimicrobium cellulans	Bacteria	Terrabacteria group	Actinobacteria	unnamed	-	CP072388.1	146.188	70.2404	154	-	-	-	158	-
Cellulosimicrobium sp. BI34T	Bacteria	Terrabacteria group	Actinobacteria	pCPRO01	NZ_CP052758.1	CP052758	152.586	70.5255	149	-	-	-	152	3
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed_1	NZ_CP012962.1	CP012962	152.955	64.1692	138	-	-	-	159	21
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed_2	NZ_CP012963.1	CP012963	124.323	69.5937	107	-	-	-	117	10
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed_3	NZ_CP012964.1	CP012964	114.198	70.0722	99	-	-	-	104	5
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed_4	NZ_CP012965.1	CP012965	107.17	63.8602	91	-	-	-	106	15
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	a	NZ_CP015212.1	CP015212	152.978	64.1687	138	-	-	-	163	25
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	b	NZ_CP015213.1	CP015213	124.345	69.5975	109	-	-	-	119	10
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	c	NZ_CP015214.1	CP015214	105.292	63.7541	91	-	-	-	106	15
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	d	NZ_CP015215.1	CP015215	114.095	70.0741	100	-	-	-	104	4
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	e	NZ_CP015216.1	CP015216	20.853	69.6447	8	-	-	-	18	10
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	a	NZ_CP015289.1	CP015289	152.958	64.1745	144	-	-	-	163	19
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	b	NZ_CP015290.1	CP015290	124.313	69.5905	106	-	-	-	119	13
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	c	NZ_CP015291.1	CP015291	114.172	70.0741	96	-	-	-	103	7
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	d	NZ_CP015292.1	CP015292	105.299	63.7594	98	-	-	-	110	12
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	e	NZ_CP015293.1	CP015293	21.883	66.6865	11	-	-	-	16	5
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	p.A	NZ_CP031752.1	CP031752	298.364	67.6033	248	3	3	-	290	36
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	p.B	NZ_CP031753.1	CP031753	134.02	69.5889	106	-	-	-	122	16
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	p.C	NZ_CP031754.1	CP031754	43.846	63.5086	32	-	-	-	38	6
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	p.D	NZ_CP031755.1	CP031755	47.808	64.6963	41	-	-	-	48	7
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pB	NZ_CP033444.1	CP033444	155.073	69.753	141	-	-	-	146	5
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NZ_CP033445.1	CP033445	130.259	69.087	101	-	-	-	111	10
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pB	NZ_CP033448.1	CP033448	144.732	69.8035	129	-	-	-	136	7
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NZ_CP033449.1	CP033449	80.181	71.4471	71	-	-	-	75	4
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pB	NZ_CP033452.1	CP033452	187.167	69.6645	159	-	-	-	171	12
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NZ_CP033453.1	CP033453	103.635	70.8872	89	-	-	-	95	6
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pB	NZ_CP033436.1	CP033436	198.588	68.7589	175	-	-	-	189	14
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NZ_CP033437.1	CP033437	105.246	70.205	85	-	-	-	87	2
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pEA	-	CP047033.1	124.354	69.6061	60	-	-	-	125	65
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pB	-	CP047034.1	114.233	70.0936	46	-	-	-	105	59
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pC	-	CP047035.1	105.324	63.7803	54	-	-	-	110	56
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pDx	-	CP047036.1	43.551	64.5772	24	-	-	-	44	20
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pEA	-	CP047039.1	124.295	69.5885	83	-	-	-	120	37
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pB	-	CP047040.1	114.142	70.0601	69	-	-	-	105	36
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pC	-	CP047041.1	105.256	63.755	69	-	-	-	109	40
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pDx	-	CP047042.1	43.515	64.5318	32	-	-	-	44	12
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pRspCH10A	NZ_CP051470.1	CP051470	124.316	69.5976	111	-	-	-	121	10
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pRspCH10B	NZ_CP051471.1	CP051471	114.174	70.0755	103	-	-	-	104	1
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pRspCH10C	NZ_CP051472.1	CP051472	106.879	63.818	99	-	-	-	110	11
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	pRspCH10DE	NZ_CP051473.1	CP051473	152.929	64.1755	134	-	-	-	162	28
Cereibacter sphaeroides	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed1	NZ_CP036421.1	CP036421	96.568	70.9821	85	-	-	-	87	2
Cetia pacifica	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed1	NZ_CP040940.1	CP040940	92.229	29.7228	105	-	-	-	105	-
Chamaesiphon minutus PCC 6605	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pCHA6605.02	NC_019698.1	CP003602	31.019	40.9813	24	-	-	-	25	1
Chamaesiphon minutus PCC 6605	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pCHA6605.01	NC_020053.1	CP003601	446.651	45.204	431	-	-	-	445	14
Chelativorans sp. BNC1	Bacteria	Proteobacteria	Alphaproteobacteria	1	NC_008242.1	CP000389	343.931	61.7359	309	-	1	-	331	21
Chelativorans sp. BNC1	Bacteria	Proteobacteria	Alphaproteobacteria	2	NC_008243.1	CP000391	131.247	60.2132	113	-	-	-	122	9
Chelativorans sp. BNC1	Bacteria	Proteobacteria	Alphaproteobacteria	3	NC_008244.1	CP000392	47.561	61.5294	47	-	-	-	49	2
Chelatococcus daeguensis	Bacteria	Proteobacteria	Alphaproteobacteria	pTAD1	NZ_CP018096.1	CP018096	534.877	68.1205	488	-	-	-	497	9
Chelatococcus sp. CO-6	Bacteria	Proteobacteria	Alphaproteobacteria	pCO-6	NZ_CP012399.1	CP012399	849.688	68.992	780	-	-	-	794	14
Chitinibacter sp. 2T18	Bacteria	Proteobacteria	Betaproteobacteria	unnamed2	NZ_CP058628.1	CP058628	42.95	63.7905	53	-	-	-	66	13
Chitinibacter sp. 2T18	Bacteria	Proteobacteria	Betaproteobacteria	unnamed3	NZ_CP058629.1	CP058629	30.683	58.8958	37	-	-	-	38	1
Chitinibacter sp. 2T18	Bacteria	Proteobacteria	Betaproteobacteria	unnamed4	NZ_CP058630.1	CP058630	28.994	47.6788	21	-	-	-	26	5
Chitinophaga extrema	Bacteria	FCB group	Bacteroidetes/Chlorobi group	MgbsP1	NZ_RIAR02000002.1	-	49.483	48.554	42	-	1	-	43	-
Chlamydia abortus	Bacteria	PVC group	Chlamydiae	II	NZ_LS450957.1	LS450957	7.683	32.5654	8	-	-	-	8	-
Chlamydia abortus	Bacteria	PVC group	Chlamydiae	II	NZ_LS450959.1	LS450959	7.68	33.0469	9	-	-	-	9	-
Chlamydia abortus	Bacteria	PVC group	Chlamydiae	pCab_84-2334	NZ_CP031647.1	CP031647	7.553	33.073	8	-	-	-	8	-
Chlamydia avium	Bacteria	PVC group	Chlamydiae	2	-	LR701662.1	7.64	31.1649	-	-	-	-	-	-
Chlamydia avium 10DC88	Bacteria	PVC group	Chlamydiae	p10DC88	NZ_CP006572.1	CP006572	7.099	31.2157	5	-	-	-	8	3
Chlamydia caviae GPIC	Bacteria	PVC group	Chlamydiae	pCpGP1	NC_004720.1	AE015926	7.966	33.6932	8	-	-	-	9	1
Chlamydia felis Fe/C-56	Bacteria	PVC group	Chlamydiae	pCfe1	NC_007900.1	AP006862	7.552	33.9115	8	-	-	-	8	-
Chlamydia gallinacea	Bacteria	PVC group	Chlamydiae	pJX1	NZ_CP019793.1	CP019793	7.492	31.7539	8	-	-	-	8	-
Chlamydia gallinacea 08-1274/3	Bacteria	PVC group	Chlamydiae	p1274	NZ_CP015841.1	CP015841	7.619	31.7496	7	-	-	-	9	2
Chlamydia muridarum str. Nigg	Bacteria	PVC group	Chlamydiae	pMoPn	NC_002182.1	AE002162	7.501	35.7152	8	-	-	-	8	-
Chlamydia pecorum	Bacteria	PVC group	Chlamydiae	CpecL1	NZ_CM003639.1	CM003639	7.548	31.6773	8	-	-	-	8	-
Chlamydia pneumoniae B21	Bacteria	PVC group	Chlamydiae	pB21	NZ_AZNB01000165.1	AZNB01000165	7.533	33.0147	6	-	-	-	8	2
Chlamydia pneumoniae LPCoLN	Bacteria	PVC group	Chlamydiae	unnamed	NC_017286.1	CP001714	7.53	33.0279	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM004617.1	CM004617	7.624	32.765	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM004619.1	CM004619	7.624	32.7387	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM004618.1	CM004618	7.624	32.765	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM007184.1	CM007184	7.624	32.8437	7	-	-	-	8	1
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM007183.1	CM007183	7.624	32.8568	7	-	-	-	8	1
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	pCps25SM	NZ_CP024454.1	CP024454	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	pCpsAP23	NZ_CP024456.1	CP024456	7.549	32.8785	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	pCpsCP1	NZ_CP024452.1	CP024452	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	pCpHorse_placenta	NZ_CP025424.1	CP025424	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	pFul127_1	NZ_CP033060.1	CP033060	7.63	32.9489	7	-	-	-	8	1
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP041039.1	CP041039	7.553	32.9406	8	-	-	-	8	-
Chlamydia psittaci	Bacteria	PVC group	Chlamydiae	pAMK	NZ_CP047320.1	CP047320	7.552	32.9449	8	-	-	-	8	-
Chlamydia psittaci 01DC12	Bacteria	PVC group	Chlamydiae	p01DC12	NC_019392.1	HF545615	7.553	32.8611	8	-	-	-	8	-
Chlamydia psittaci 6BC	Bacteria	PVC group	Chlamydiae	p6BC	NC_015217.1	CP002550	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci 6BC	Bacteria	PVC group	Chlamydiae	pCps6BC	NC_017288.1	CP002587	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci 84/55	Bacteria	PVC group	Chlamydiae	pcp8455	-	CP003812.1	7.487	32.8169	8	-	-	-	8	-
Chlamydia psittaci Cal10	Bacteria	PVC group	Chlamydiae	pCpsCal10	NZ_AEZD01000004.1	AEZD01000004	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci CP3	Bacteria	PVC group	Chlamydiae	pcpCP3	-	CP003813.1	7.552	32.8787	8	-	-	-	8	-
Chlamydia psittaci CP3	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM003516.1	CM003516	7.553	32.8744	8	-	-	-	8	-
Chlamydia psittaci DD34	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM003515.1	CM003515	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci M56	Bacteria	PVC group	Chlamydiae	pcpM56	NC_018635.1	CP003814	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci MN	Bacteria	PVC group	Chlamydiae	pcpMN	NC_018636.1	CP003815	7.491	32.9329	6	-	-	-	8	2
Chlamydia psittaci NJ1	Bacteria	PVC group	Chlamydiae	pcpNJ1	NC_018637.1	CP003816	7.552	32.7993	8	-	-	-	8	-
Chlamydia psittaci NJ1	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM003517.1	CM003517	7.553	32.7684	8	-	-	-	8	-
Chlamydia psittaci RD1	Bacteria	PVC group	Chlamydiae	pRD1	-	FQ482150.1	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci str. Frances	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM003518.1	CM003518	7.553	32.8611	8	-	-	-	8	-
Chlamydia psittaci UGA	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CM003780.1	CM003780	7.553	32.8876	8	-	-	-	8	-
Chlamydia psittaci VS225	Bacteria	PVC group	Chlamydiae	pcpVS225	-	CP003817.1	7.553	32.9141	8	-	-	-	8	-
Chlamydia psittaci WC	Bacteria	PVC group	Chlamydiae	pcpWC	NC_018639.1	CP003818	7.553	32.9273	8	-	-	-	8	-
Chlamydia psittaci WS/RT/E30	Bacteria	PVC group	Chlamydiae	pcpWSRTE30	NC_018640.1	CP003819	7.553	32.9406	8	-	-	-	8	-
Chlamydia sp. 2742-308	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP014640.1	CP014640	7.504	32.2894	8	-	-	-	8	-
Chlamydia sp. H15-1957-10C	Bacteria	PVC group	Chlamydiae	II	NZ_LT993739.1	LT993739	7.533	31.1164	8	-	-	-	8	-
Chlamydia sp. S15-834C	Bacteria	PVC group	Chlamydiae	II	NZ_LS992155.1	LS992155	7.559	33.0467	8	-	-	-	8	-
Chlamydia suis	Bacteria	PVC group	Chlamydiae	II	NZ_LT821324.1	LT821324	7.494	36.8562	8	-	-	-	8	-
Chlamydia suis	Bacteria	PVC group	Chlamydiae	II	NZ_LT860208.1	LT860208	7.494	36.8962	8	-	-	-	8	-
Chlamydia suis	Bacteria	PVC group	Chlamydiae	II	NZ_LT860210.1	LT860210	7.494	36.8295	8	-	-	-	8	-
Chlamydia suis	Bacteria	PVC group	Chlamydiae	pR19	NZ_CP035279.1	CP035279	7.496	36.3127	8	-	-	-	8	-
Chlamydia suis MD56	Bacteria	PVC group	Chlamydiae	pMD56	NZ_CM002267.1	CM002267	5.976	36.8641	6	-	-	-	7	1
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP009924.1	CP009924	7.5	36.2267	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP009926.1	CP009926	7.5	36.2267	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP010568.1	CP010568	7.502	36.2303	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP010570.1	CP010570	7.493	36.2338	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP010572.1	CP010572	7.471	36.3004	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	CtrE-103	NZ_CP015295.1	CP015295	7.502	36.2437	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pCtrE160	NZ_CP015297.1	CP015297	7.502	36.2437	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pCtrE547	NZ_CP015299.1	CP015299	7.502	36.2437	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pCtrE8873	NZ_CP015301.1	CP015301	7.493	36.2205	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pCtrE32931	NZ_CP015303.1	CP015303	7.502	36.2303	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pCtrEDK20	NZ_CP015305.1	CP015305	7.502	36.217	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pCtrF6068	NZ_CP015307.1	CP015307	7.493	36.2472	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed1	-	CP016419.1	7.506	36.251	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed1	NZ_CP016421.1	CP016421	7.506	36.2244	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed1	NZ_CP016423.1	CP016423	7.506	36.2377	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed1	NZ_CP016425.1	CP016425	7.504	36.2473	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed1	NZ_CP016427.1	CP016427	7.497	36.2412	8	-	-	-	8	-
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	pQH111L	NZ_CP018053.1	CP018053	7.503	36.2788	7	-	-	-	8	1
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP054433.1	CP054433	7.676	36.4643	7	-	-	-	9	2
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP054431.1	CP054431	7.676	36.4773	7	-	-	-	8	1
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP054429.1	CP054429	7.676	36.4643	7	-	-	-	9	2
Chlamydia trachomatis	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP054427.1	CP054427	7.676	36.3731	7	-	-	-	9	2
Chlamydia trachomatis A/363	Bacteria	PVC group	Chlamydiae	pA363	NC_019272.1	HE603209	7.502	36.257	8	-	-	-	8	-
Chlamydia trachomatis A/5291	Bacteria	PVC group	Chlamydiae	pA5291	NC_020946.1	HE603210	7.502	36.257	8	-	-	-	8	-
Chlamydia trachomatis A/7249	Bacteria	PVC group	Chlamydiae	pA7249	NC_020979.1	HE603211	7.502	36.257	8	-	-	-	8	-
Chlamydia trachomatis A/HAR-13	Bacteria	PVC group	Chlamydiae	pCTA	NC_007430.1	CP000052	7.51	36.2716	8	-	-	-	8	-
Chlamydia trachomatis A2497	Bacteria	PVC group	Chlamydiae	p0001	NC_017438.1	CP002402	7.48	36.2299	8	-	-	-	8	-
Chlamydia trachomatis A2497	Bacteria	PVC group	Chlamydiae	pCTB	-	FM865437.1	7.502	36.257	8	-	-	-	8	-
Chlamydia trachomatis B/Jali20/OT	Bacteria	PVC group	Chlamydiae	pCTR	-	FM865436.1	7.48	36.2299	8	-	-	-	8	-
Chlamydia trachomatis B/TW5/OT	Bacteria	PVC group	Chlamydiae	pJALI	-	FM865438.1	7.506	36.2776	8	-	-	-	8	-
Chlamydia trachomatis C/TW-3	Bacteria	PVC group	Chlamydiae	unnamed	NC_023057.1	CP006946	7.501	36.2485	8	-	-	-	8	-
Chlamydia trachomatis D-EC	Bacteria	PVC group	Chlamydiae	pCTDEC1	NC_017435.1	CP002053	7.493	36.3272	8	-	-	-	8	-
Chlamydia trachomatis D-LC	Bacteria	PVC group	Chlamydiae	pCTDLC1	NC_017433.1	CP002055	7.493	36.3272	8	-	-	-	8	-
Chlamydia trachomatis D/CS637/11	Bacteria	PVC group	Chlamydiae	unnamed	NZ_CP007132.1	CP007132	7.493	36.3272	8	-	-	-	8	-
Chlamydia trachomatis D/SotonD1	Bacteria	PVC group	Chlamydiae	pSotonD1	NC_020986.1	HE603229	7.493	36.2472	8	-	-	-	8	-
Chlamydia trachomatis D/SotonD5	Bacteria	PVC group	Chlamydiae	pSotonD5	NC_020958.1	HE603230	7.492	36.3187	8	-	-	-	8	-
Chlamydia trachomatis D/SotonD6	Bacteria	PVC group	Chlamydiae	pSotonD6	NC_020959.1	HE603231	7.493	36.3272	8	-	-	-	8	-
Chlamydia trachomatis E/Bour	Bacteria	PVC group	Chlamydiae	pBour	NC_020947.1	HE603212	7.502	36.2437	8	-	-	-	8	-
Chlamydia trachomatis E/SotonE4	Bacteria	PVC group	Chlamydiae	pSotonE4	NC_020987.1	HE603232	7.502	36.257	8	-	-	-	8	-
Chlamydia trachomatis E/SotonE8	Bacteria	PVC group	Chlamydiae	pSotonE8	NC_020960.1	HE603233	7.502	36.2303	8	-	-	-	8	-
Chlamydia trachomatis F/SotonF3	Bacteria	PVC group	Chlamydiae	pSotonF3	NC_020988.1	HE603234	7.493	36.2472	8	-	-	-	8	-
Chlamydia trachomatis G/SotonG1	Bacteria	PVC group	Chlamydiae	pSotonG1	NC_020961.1	HE603235	7.471	36.3004	8	-	-	-	8	-
Chlamydia trachomatis Ia/SotonIa1	Bacteria	PVC group	Chlamydiae	pSotonIa1	NC_020962.1	HE603236	7.5	36.32	8	-	-	-	8	-
Chlamydia trachomatis Ia/SotonIa3	Bacteria	PVC group	Chlamydiae	pSotonIa3	NC_020989.1	HE603237	7.5	36.32	8	-	-	-	8	-
Chlamydia trachomatis IU824	Bacteria	PVC group	Chlamydiae	pIU824	NC_020551.1	HF562299	7.502	36.2437	8	-	-	-	8	-
Chlamydia trachomatis IU888	Bacteria	PVC group	Chlamydiae	pIU888	NC_020513.1	HF562301	7.502	36.2437	8	-	-	-	8	-
Chlamydia trachomatis K/SotonK1	Bacteria	PVC group	Chlamydiae	pSotonK1	NC_020963.1	HE603238	7.493	36.3272	8	-	-	-	8	-
Chlamydia trachomatis L1/115	Bacteria	PVC group	Chlamydiae	pL1115	NC_020951.1	HE603218	7.5	36.2133	8	-	-	-	8	-
Chlamydia trachomatis L1/1322/p2	Bacteria	PVC group	Chlamydiae	pL11322	-	HE603219.1	7.5	36.2533	8	-	-	-	8	-
Chlamydia trachomatis L1/224	Bacteria	PVC group	Chlamydiae	pL1224	NC_020952.1	HE603220	7.5	36.2267	8	-	-	-	8	-
Chlamydia trachomatis L2/434/Bu(f)	Bacteria	PVC group	Chlamydiae	pL2/434/Bu(f)	NC_021049.1	CP003966	7.499	36.2315	7	-	-	-	8	1
